Material No,Price,BQ No,Quantity
201SVN900S,"16,298.00",52,52
131STP900S,"16,817.00",203,73
131SZN900S,"26,892.00",5,3
132STP900S,"14,493.00",95,85
132SZN900S,"21,254.00",5,0
134SZN900S,"15,345.00",1,1
141SFV760S,"27,304.00",24,0
141SZN900S,"27,292.00",2,2
145SZN900S,"22,963.00",2,0
146SFV760S,"21,234.00",10,2
200198900S,"12,268.00",3,0
200198D00S,"22,510.00",2,0
200SCC860S,"13,458.00",251,214
200SCC870S,"25,702.00",712,431
200SST940S,"12,824.00",1,1
200SWH970S,"13,467.00",8,8
1SCC730ZAS,"10,161.00",2,1
1SCC730ZES,"25,185.00",1,1
1SWA940ZAS,"11,763.00",5,3
1SWA940ZCS,"24,162.00",1,1
02SCC730ZS,"26,992.00",2,0
03SCC730ZS,"20,148.00",2,2
250STP900S,"11,509.00",8,7
250SZN900S,"28,599.00",3,1
255STP900S,"25,528.00",10,10
256SWP900S,"28,994.00",2,0
301SZJ900S,"16,862.00",10,0
302SZJ900S,"15,183.00",10,0
871STP900S,"19,144.00",10,10
0STN720ZAS,"24,881.00",4,4
0STN720ZCS,"22,318.00",3,3
0STN720ZES,"10,123.00",6,6
0STN760ZAS,"23,912.00",1,1
0STN720ZCS,"24,013.00",3,3
0STN720ZES,"16,587.00",12,12
0STN760ZAS,"10,592.00",3,3
0AAFH60ZAS,"17,488.00",1,1
0AAFH60ZBS,"22,980.00",1,1
0AAFH60ZCS,"19,079.00",1,1
0AAFH60ZES,"28,737.00",1,1
0AAFH60ZFS,"14,857.00",1,1
0AAFH60ZGS,"21,591.00",1,1
0SVH760ZCS,"12,725.00",2,2
0SVH760ZGS,"20,332.00",3,3
0SVH950ZFS,"26,993.00",1,1
0SZN900ZAS,"13,164.00",4,4
0SZN900ZBS,"14,609.00",1,1
0SZN900ZCS,"20,391.00",9,7
0SZN900ZDS,"10,017.00",3,3
0SZN900ZES,"11,815.00",7,7
0SZN900ZFS,"27,735.00",2,2
009A730ZWS,"18,849.00",1,1
0AAFH60ZAS,"10,392.00",1,1
0AAFH60ZBS,"11,905.00",1,1
0AAFH60ZCS,"18,204.00",1,1
0AAFH60ZES,"12,767.00",1,1
0AAFH60ZFS,"23,573.00",1,1
0AAFH60ZGS,"17,428.00",3,1
0SCC730ZAS,"11,827.00",408,396
0SCC730ZBS,"22,211.00",118,110
0SCC730ZCS,"12,792.00",31,30
0SCC730ZDS,"26,745.00",13,11
0SCC730ZES,"15,007.00",1,1
0SCC730ZFS,"25,761.00",58,54
0SCC730ZGS,"22,157.00",128,111
0SCC730ZHS,"24,595.00",31,6
0SCC730ZSS,"17,834.00",74,70
0SCC730ZHS,"19,512.00",44,39
0SCC870ZAS,"20,986.00",64,60
0SCC870ZBS,"14,856.00",14,11
0SCC870ZCS,"14,178.00",11,9
0SCC870ZDS,"15,058.00",2,2
0SCC870ZES,"13,706.00",10,10
0SCC870ZFS,"13,044.00",2,2
0SCC870ZGS,"26,038.00",1,0
0SCC870ZHS,"20,772.00",1,1
0SFV760ZAS,"29,860.00",5,2
0SFV760ZBS,"21,116.00",1,0
0SST860ZAS,"13,258.00",39,34
0SST860ZBS,"10,253.00",25,23
0SST860ZCS,"20,348.00",11,11
0SST860ZDS,"21,468.00",60,39
0SST860ZES,"27,875.00",2,2
0SST930ZAS,"13,714.00",16,14
0SST930ZCS,"13,848.00",50,45
0SST930ZDS,"15,265.00",1,1
0SST930ZES,"17,992.00",2,2
0SST930ZFS,"28,881.00",22,12
0SST950ZAS,"14,795.00",201,189
0SST950ZBS,"28,938.00",177,145
0SST950ZCS,"28,115.00",54,47
0SST950ZDS,"26,601.00",329,202
0SST950ZES,"28,315.00",3,3
0SSTA20ZAS,"22,411.00",63,57
0SSTA20ZBS,"11,527.00",39,32
0SSTA20ZCS,"21,316.00",5,1
0SSTA20ZDS,"23,491.00",52,48
0SSTA20ZES,"27,416.00",3,1
0SVH760ZAS,"15,580.00",5,5
0SVH760ZCS,"13,422.00",2,2
0SVH760ZGS,"28,301.00",25,25
0SVH900ZBS,"14,074.00",10,10
0SVH950ZGS,"24,005.00",1,1
400SWA700S,"18,859.00",16,16
0SWA831ZAS,"29,931.00",414,381
0SWA831ZBS,"25,701.00",249,197
0SWA831ZCS,"24,844.00",228,181
0SWA831ZDS,"15,267.00",289,253
0SWA831ZES,"10,462.00",38,23
0SWA831ZFS,"29,946.00",6,5
0SWA831ZGS,"14,220.00",46,35
400SWA900S,"26,546.00",3,3
0SWA910ZAS,"15,488.00",110,109
0SWA910ZBS,"17,437.00",85,85
0SWA910ZCS,"20,565.00",130,117
0SWA910ZDS,"10,821.00",5,5
0SWA910ZFS,"11,477.00",12,10
0SWA940ZAS,"28,866.00",56,54
0SWA940ZBS,"28,728.00",67,64
0SWA940ZCS,"23,908.00",94,80
0SWA940ZDS,"21,924.00",5,1
0SWA940ZES,"28,621.00",6,4
0SWA940ZFS,"14,449.00",18,9
0SZN900ZAS,"21,244.00",5,4
0SZN900ZBS,"15,684.00",1,1
0SZN900ZCS,"18,596.00",8,6
0SZN900ZDS,"18,394.00",6,6
0SZN900ZES,"20,914.00",7,5
0SZN900ZFS,"21,670.00",3,2
1SCC905ZAS,"18,517.00",12,12
1SCC905ZMS,"10,506.00",10,10
402SCC840S,"24,139.00",91,51
402SCC870S,"10,520.00",184,116
402SCC900S,"26,123.00",165,157
402SST930S,"12,097.00",10,0
402SST950S,"25,421.00",48,0
402STC900S,"13,916.00",242,58
402STCA20S,"25,537.00",148,0
402STR900S,"27,079.00",359,11
402STRA21S,"20,831.00",128,27
402SWA830S,"11,614.00",80,2
402SWA940S,"23,985.00",15,15
403SCC830S,"15,045.00",115,50
4SCC900ZAS,"17,954.00",90,70
4SCC900ZBS,"24,832.00",100,100
407SCC902S,"18,169.00","1,100","1,000"
0AADH70ZAS,"10,022.00",7,4
0AADH70ZBS,"27,328.00",22,22
0AADH70ZCS,"17,578.00",20,20
0AADH70ZDS,"19,129.00",14,12
0AADH70ZES,"19,551.00",6,6
0AADH70ZFS,"17,772.00",7,7
0AADH70ZGS,"10,591.00",6,6
0AADH70ZHS,"22,538.00",5,5
0AAEH00ZAS,"22,357.00",20,20
0AAEH00ZBS,"14,982.00",20,0
0AAEH00ZCS,"26,787.00",4,4
0AAEH00ZDS,"25,997.00",20,20
0AAEH00ZES,"11,848.00",6,6
0AAEH00ZFS,"22,344.00",6,6
0AAEH00ZGS,"29,656.00",6,6
0SWH900ZAS,"22,822.00",96,76
0SWH900ZBS,"18,334.00",70,50
0SWH900ZCS,"26,258.00",14,8
0SWH900ZDS,"20,203.00",146,144
0SWH900ZES,"11,610.00",12,6
0SWH900ZFS,"18,711.00",10,8
0SWH970ZAS,"12,645.00",90,71
0SWH970ZBS,"26,609.00",89,71
0SWH970ZCS,"14,914.00",22,22
0SWH970ZDS,"24,593.00",193,186
0SWH970ZES,"20,153.00",23,4
0SWH970ZFS,"24,641.00",24,17
0SWH970ZGS,"29,381.00",9,9
0SWH970ZHS,"18,453.00",30,28
410SWHY00S,"26,591.00",2,2
0SFV760ZAS,"24,109.00",2,0
0STP900ZCS,"25,151.00",5,5
0STP900ZGS,"27,649.00",1,0
0STP900ZHS,"27,462.00",2,2
0STP900ZJS,"10,171.00",1,0
0STP930ZAS,"12,565.00",1,1
0STP930ZCS,"14,192.00",20,16
0STP930ZES,"22,677.00",2,0
0STP930ZGS,"12,159.00",2,2
0STP930ZJS,"22,934.00",12,9
0STP930ZSS,"15,989.00",2,2
0STP940ZAS,"17,518.00",1,1
0STP940ZBS,"17,846.00",1,1
0STP940ZCS,"28,509.00",11,3
0STP940ZGS,"10,472.00",1,1
0STP940ZHS,"24,689.00",2,2
0STP940ZJS,"17,997.00",7,6
0STP950ZAS,"15,374.00",11,7
0STP950ZBS,"13,118.00",7,6
0STP950ZCS,"29,156.00",33,31
0STP950ZES,"15,697.00",8,7
0STP950ZFS,"25,782.00",1,1
0STP950ZGS,"16,177.00",3,3
0STP950ZHS,"28,889.00",6,1
450STP960S,"15,502.00",2,2
0AADH70ZAS,"17,870.00",1,1
0AADH70ZBS,"21,483.00",1,1
0AADH70ZCS,"24,022.00",1,1
0AADH70ZDS,"22,564.00",1,1
0AADH70ZES,"23,131.00",1,1
0AADH70ZFS,"29,342.00",1,1
0AADH70ZGS,"28,046.00",1,1
0AADH70ZHS,"25,710.00",1,1
0AAEH00ZAS,"26,796.00",1,1
0AAEH00ZBS,"24,734.00",1,1
0AAEH00ZCS,"24,681.00",1,1
0AAEH00ZDS,"10,305.00",1,1
0AAEH00ZES,"17,990.00",1,1
0AAEH00ZFS,"17,003.00",1,1
0AAEH00ZGS,"15,938.00",1,1
0SCC730ZAS,"20,791.00",4,4
0SCC730ZBS,"11,653.00",2,2
0SCC730ZES,"28,879.00",2,2
0SCC730ZFS,"28,958.00",3,2
0SCC730ZGS,"29,579.00",2,2
0SCC730ZHS,"22,870.00",2,2
0SCC730ZSS,"18,616.00",2,2
0SCC730ZHS,"17,820.00",1,1
0SCC830ZAS,"13,137.00",9,9
0SCC830ZBS,"29,274.00",2,1
0SCC830ZES,"13,372.00",4,4
0SCC830ZGS,"12,706.00",1,1
0SCC830ZSS,"12,540.00",2,2
0SCC870ZAS,"29,942.00",5,5
0SCC940ZAS,"27,390.00",1,1
0SCC940ZBS,"27,266.00",3,2
0SCC940ZWS,"11,692.00",2,0
0SCC940ZXS,"14,688.00",1,1
0SFN770ZAS,"27,734.00",2,0
0SFN770ZDS,"16,912.00",3,0
0SRC760ZAS,"18,782.00",4,3
0SRC760ZBS,"15,104.00",2,0
0SRC760ZCS,"24,549.00",1,1
0SRC760ZFS,"18,772.00",1,0
0SRC900ZBS,"26,132.00",2,1
0SRC900ZCS,"18,233.00",5,5
0SRC900ZFS,"22,896.00",1,1
0SRY860ZAS,"18,961.00",6,5
0SRY860ZCS,"15,254.00",8,6
0SRY860ZES,"29,767.00",3,2
0SRY960ZAS,"14,632.00",45,10
0SRY960ZBS,"28,298.00",8,4
0SRY960ZCS,"13,105.00",2,2
0SRY960ZDS,"18,151.00",7,7
0SRY970ZAS,"11,514.00",7,4
0SRY970ZCS,"10,577.00",4,4
0STC900ZFS,"14,883.00",1,1
0STC900ZGS,"21,504.00",2,2
0STC900ZHS,"29,729.00",2,2
0STC940ZAS,"20,024.00",6,2
0STC940ZCS,"27,465.00",1,1
0STC940ZDS,"19,132.00",9,6
0STC940ZFS,"11,941.00",1,1
0STCA00ZAS,"19,271.00",8,6
0STCA00ZBS,"23,725.00",3,3
0STCA00ZCS,"17,112.00",1,1
0STCA00ZDS,"18,067.00",20,19
0STCA00ZES,"19,701.00",4,4
0STCA00ZFS,"26,135.00",3,3
0STCA20ZAS,"29,594.00",13,11
0STCA20ZBS,"17,096.00",8,8
0STCA20ZCS,"20,829.00",11,10
0STCA20ZDS,"18,449.00",1,1
0STCA20ZES,"11,059.00",23,14
0STCA20ZGS,"14,875.00",3,3
0STN700ZDS,"11,199.00",3,1
0STN760ZAS,"26,291.00",8,8
0STN760ZBS,"21,698.00",2,2
0STN760ZCS,"20,318.00",2,0
0STN760ZDS,"12,616.00",1,0
0STN760ZES,"19,044.00",7,6
0STN950ZBS,"14,018.00",1,1
0STN950ZFS,"12,736.00",5,3
0STR780ZAS,"14,758.00",7,7
0STR780ZCS,"20,937.00",3,3
0STR780ZDS,"29,364.00",12,7
0STR840ZAS,"18,284.00",6,6
0STR840ZCS,"18,328.00",2,0
0STR840ZDS,"16,678.00",8,0
0STR840ZES,"25,742.00",3,0
0STR900ZAS,"19,502.00",1,1
0STR900ZGS,"18,922.00",2,1
0STR900ZSS,"13,933.00",2,2
0STRA00ZAS,"10,157.00",3,3
0STRA00ZBS,"14,993.00",4,0
0STRA00ZCS,"13,466.00",3,1
0STRA00ZDS,"12,792.00",9,9
0STRA00ZES,"20,290.00",2,2
0STRA00ZFS,"12,785.00",3,3
0STRA20ZAS,"22,630.00",14,14
0STRA20ZBS,"25,396.00",10,10
0STRA20ZCS,"27,853.00",7,5
0STRA20ZDS,"11,341.00",12,12
0STRA20ZES,"16,580.00",5,5
0STRA20ZGS,"16,091.00",2,0
0SVE860ZAS,"29,172.00",35,30
0SVE860ZBS,"22,861.00",16,16
0SVE860ZCS,"20,479.00",1,1
0SVE860ZDS,"19,512.00",2,2
0SVE860ZES,"19,275.00",1,1
0SVE900ZAS,"18,228.00",3,3
0SVE900ZDS,"26,501.00",3,0
0SVE930ZAS,"15,856.00",4,0
0SVE930ZCS,"11,029.00",7,0
500SWA700S,"24,522.00",1,1
0SWA830ZAS,"22,960.00",10,9
0SWA830ZBS,"18,790.00",15,8
0SWA830ZCS,"16,400.00",4,3
0SWA830ZDS,"27,043.00",22,9
0SWA830ZFS,"16,297.00",1,0
0SWA830ZGS,"19,477.00",6,0
0SWA910ZAS,"10,348.00",5,2
0SWA910ZCS,"18,738.00",4,1
0SWA940ZAS,"14,202.00",2,1
0SWA940ZBS,"21,819.00",10,10
0SWA940ZCS,"17,342.00",3,2
0SWA940ZDS,"19,909.00",3,3
0SWA940ZES,"13,208.00",3,3
0SWH900ZBS,"24,091.00",1,1
0SWH900ZDS,"25,916.00",4,4
0SWH900ZFS,"23,599.00",1,1
0SWH970ZAS,"25,272.00",2,2
0SWH970ZBS,"21,609.00",1,1
0SWH970ZCS,"10,560.00",1,1
0SWH970ZDS,"29,354.00",6,2
0SWH970ZES,"19,461.00",1,1
0SWH970ZFS,"16,219.00",1,0
0SWH970ZGS,"26,337.00",2,2
0SWH970ZHS,"21,678.00",1,1
1SCC905ZAS,"28,991.00",2,2
1SCC905ZMS,"18,753.00",2,1
501SZJ900S,"29,014.00",2,1
502SCC900S,"15,928.00","4,520","2,860"
5SST860ZAS,"14,922.00",1,1
5SST860ZBS,"15,924.00",1,1
5SST860ZDS,"12,869.00",2,2
5SST880ZDS,"18,365.00",3,3
5SST900ZAS,"24,233.00",4,4
5SST900ZCS,"24,288.00",3,3
5SST900ZDS,"29,943.00",1,1
5SST930ZCS,"23,082.00",2,0
5SST940ZAS,"15,356.00",1,0
5SST940ZBS,"11,415.00",3,0
5SST950ZAS,"25,663.00",4,4
5SST950ZBS,"24,164.00",3,3
5SST950ZCS,"10,967.00",2,0
5SSTA11ZAS,"11,293.00",3,0
5SSTA11ZDS,"24,713.00",2,2
5SSTA21ZAS,"25,195.00",4,4
5SSTA21ZBS,"20,952.00",1,1
5SSTA21ZDS,"28,641.00",4,4
5SSTA21ZES,"27,082.00",1,1
5P26900ZDS,"24,583.00",1,1
508SPH900S,"12,494.00",414,318
510SCC870S,"24,509.00",33,0
510SCC940S,"18,296.00",31,20
510SSTA10S,"21,689.00",8,8
0SVN870ZDS,"24,893.00",1,1
0SVN870ZFS,"17,771.00",1,1
0SVN870ZGS,"13,669.00",1,1
510SVN950S,"29,709.00",2,1
0SVN970ZAS,"21,726.00",7,2
0SVN970ZBS,"11,196.00",1,1
0SVN970ZDS,"19,367.00",1,1
0SVN970ZFS,"11,863.00",4,4
510SWA830S,"19,733.00",4,0
510SWA940S,"11,929.00",8,2
510SWH970S,"21,187.00",4,0
511STR900S,"19,674.00",5,0
1SVH780ZAS,"19,684.00",4,0
511SZN900S,"18,151.00",2,0
512SCC870S,"16,080.00",163,0
512SCC940S,"11,759.00",94,36
512SST940S,"28,844.00",7,0
512SSTA10S,"18,283.00",6,4
512STC900S,"15,367.00",23,0
512STCA20S,"22,258.00",101,46
512SWA830S,"22,234.00",10,9
512SWA940S,"10,718.00",29,5
512SWH960S,"19,737.00",16,0
513STCA20S,"18,729.00",125,56
514SWA840S,"16,981.00",6,5
515SCC870S,"20,675.00",8,0
515SCC940S,"26,041.00",30,24
515SST940S,"13,892.00",13,13
515STC900S,"20,682.00",28,2
515STCA20S,"15,109.00",166,18
515SVH760S,"28,907.00",2,0
515SVH900S,"14,372.00",1,0
515SWA940S,"15,559.00",16,0
516STCA20S,"18,880.00",281,267
517STC900S,"27,966.00",2,2
517STC940S,"22,041.00",3,3
517STCA20S,"16,112.00",9,0
517STR900S,"19,088.00",2,2
518STC900S,"11,715.00",10,10
518STCA20S,"29,905.00",45,28
518STR900S,"25,869.00",23,15
518STR940S,"22,111.00",8,0
0SFN770ZAS,"20,325.00",2,2
0SFN770ZGS,"24,775.00",3,0
0SFN850ZAS,"11,347.00",6,3
0SFN850ZBS,"22,251.00",3,2
0SFN850ZCS,"20,935.00",8,5
0SFN850ZES,"14,645.00",3,2
520STP900S,"11,552.00",8,2
520SVN870S,"15,136.00",5,4
520SVN900S,"18,549.00",20,20
520SVN950S,"13,203.00",16,16
520SVN970S,"23,117.00",3,3
0SZJ900ZAS,"12,152.00",2,1
0SZJ900ZBS,"20,860.00",1,1
0SZJ900ZCS,"16,047.00",2,2
0SZJ900ZDS,"15,645.00",2,2
0SZJ900ZES,"26,730.00",2,2
520SZN900S,"23,539.00",7,0
530SSTA30S,"10,368.00",2,0
0SZN900ZAS,"21,227.00",2,0
0SZN900ZBS,"26,890.00",1,0
0SZN900ZCS,"14,657.00",4,0
0SZN900ZDS,"13,456.00",1,0
0SZN900ZES,"21,464.00",2,0
0SZN900ZFS,"17,493.00",1,0
0SCT690ZAS,"12,092.00",15,0
0SRY900ZAS,"15,510.00",21,16
0SRY900ZBS,"17,052.00",10,8
0SRY900ZFS,"13,023.00",1,1
0SRY900ZGS,"16,413.00",2,2
542SRY900S,"29,853.00",3,3
542SRY960S,"14,067.00",105,46
542SRY970S,"12,014.00",4,2
545SCJ690S,"29,197.00",400,105
545SVN900S,"12,815.00",80,70
550198900S,"26,199.00",5,5
550SCC900S,"27,074.00","1,760","1,610"
550SRY970S,"22,983.00",2,2
550STCA01S,"22,228.00",16,14
0STP900ZAS,"29,430.00",1,1
0STP900ZCS,"21,585.00",6,5
0STP900ZHS,"24,779.00",1,1
0STP930ZAS,"15,556.00",1,1
0STP930ZCS,"20,725.00",21,19
0STP930ZES,"13,230.00",2,0
0STP930ZJS,"10,983.00",8,5
0STP940ZAS,"17,110.00",2,1
0STP940ZCS,"12,405.00",15,15
0STP940ZGS,"14,164.00",1,1
0STP940ZHS,"11,006.00",1,1
0STP940ZJS,"19,281.00",4,4
0STP940ZSS,"28,426.00",1,1
0STP950ZAS,"13,908.00",8,8
0STP950ZBS,"15,487.00",5,5
0STP950ZCS,"20,540.00",32,26
0STP950ZDS,"17,352.00",2,1
0STP950ZES,"28,263.00",9,7
0STP950ZFS,"10,204.00",1,1
0STP950ZGS,"25,540.00",1,1
0STP950ZHS,"17,428.00",11,9
0STP950ZJS,"17,160.00",1,1
550STP960S,"28,570.00",4,0
550SVE900S,"20,695.00",4,0
0SVN900ZAS,"28,353.00",1,1
0SVN900ZBS,"13,313.00",1,1
0SVN900ZDS,"13,142.00",1,0
0SVN900ZES,"23,214.00",2,0
550SWA911S,"22,207.00",40,40
550SZJ900S,"14,631.00",1,1
551300000S,"13,542.00","8,650","8,050"
551GE2000S,"23,670.00",10,10
551MA6000S,"11,641.00",80,0
560SVE860S,"10,362.00",20,6
560SVE900S,"18,583.00",2,0
560SVE930S,"18,534.00",8,5
560SZN900S,"12,087.00",2,0
0AADH70ZAS,"13,926.00",1,1
0AADH70ZBS,"13,170.00",1,1
0AADH70ZCS,"13,515.00",1,1
0AADH70ZDS,"26,160.00",1,1
0AADH70ZES,"26,103.00",1,1
0AADH70ZFS,"18,787.00",1,1
0AADH70ZGS,"10,469.00",1,1
0AADH70ZHS,"21,492.00",1,1
0AAEH00ZAS,"24,332.00",1,1
0AAEH00ZBS,"24,473.00",1,1
0AAEH00ZCS,"16,172.00",1,1
0AAEH00ZDS,"23,421.00",1,1
0AAEH00ZES,"22,136.00",1,1
0AAEH00ZFS,"23,665.00",1,1
0AAEH00ZGS,"12,890.00",1,1
0SCC730ZAS,"15,476.00",8,8
0SCC730ZBS,"21,295.00",4,3
0SCC730ZCS,"26,969.00",1,1
0SCC730ZFS,"17,770.00",2,1
0SCC730ZGS,"27,334.00",4,4
0SCC730ZHS,"26,402.00",3,3
0SCC730ZSS,"21,803.00",4,3
0SCC730ZHS,"11,860.00",1,1
0SCC830ZAS,"25,130.00",5,5
0SCC830ZES,"19,986.00",3,3
0SCC830ZGS,"17,629.00",1,1
0SCC830ZSS,"16,166.00",1,1
0SCC870ZAS,"17,814.00",4,0
0SCC870ZBS,"26,572.00",1,1
0SCC940ZAS,"22,362.00",2,2
0SCC940ZSS,"11,974.00",1,0
0SCC940ZVS,"26,517.00",2,0
0SCC940ZXS,"26,010.00",1,1
0SCC940ZZS,"10,576.00",1,1
0SFN770ZDS,"14,367.00",1,0
0SRC760ZAS,"23,489.00",7,7
0SRC760ZCS,"24,913.00",1,1
0SRC760ZFS,"20,600.00",2,2
0SRC900ZBS,"15,865.00",2,1
0SRC900ZFS,"13,669.00",2,1
0SRY860ZAS,"23,688.00",2,0
0SRY860ZBS,"13,284.00",3,3
0SRY860ZCS,"14,281.00",2,2
0SRY860ZES,"20,512.00",1,0
0SRY960ZAS,"11,072.00",25,18
0SRY960ZBS,"28,075.00",10,1
0SRY960ZCS,"29,623.00",2,0
0SRY960ZDS,"25,577.00",2,2
0SRY970ZAS,"14,025.00",5,3
0SRY970ZBS,"10,688.00",3,2
0SRY970ZCS,"24,520.00",7,6
0STC900ZFS,"24,894.00",1,1
0STC900ZGS,"24,108.00",3,0
0STC900ZHS,"15,588.00",2,2
0STC940ZAS,"21,614.00",4,2
0STC940ZDS,"26,857.00",7,6
0STCA00ZAS,"11,474.00",3,2
0STCA00ZBS,"10,324.00",4,3
0STCA00ZDS,"17,470.00",10,8
0STCA00ZES,"20,763.00",4,2
0STCA00ZFS,"15,111.00",7,7
0STCA20ZAS,"25,666.00",11,10
0STCA20ZBS,"16,129.00",9,9
0STCA20ZCS,"18,270.00",7,7
0STCA20ZDS,"21,199.00",1,1
0STCA20ZES,"23,501.00",17,17
0STCA20ZFS,"24,648.00",1,1
0STCA20ZGS,"23,354.00",1,1
0STN700ZDS,"19,375.00",1,1
0STN700ZFS,"17,923.00",1,0
0STN760ZAS,"13,778.00",2,0
0STN760ZCS,"13,372.00",1,1
0STN760ZDS,"19,785.00",1,1
0STN760ZES,"28,409.00",6,5
0STN950ZAS,"18,024.00",1,1
0STR780ZAS,"19,437.00",9,6
0STR780ZBS,"17,385.00",1,1
0STR780ZCS,"10,691.00",3,2
0STR780ZDS,"16,656.00",4,4
0STR780ZES,"23,133.00",2,1
0STR840ZAS,"25,957.00",4,4
0STR840ZBS,"25,004.00",2,2
0STR840ZDS,"23,182.00",6,6
0STR840ZES,"28,970.00",2,1
0STR840ZFS,"12,846.00",2,1
0STR900ZAS,"10,397.00",2,0
0STR900ZGS,"20,023.00",1,1
0STR900ZSS,"29,847.00",1,1
0STRA00ZAS,"24,141.00",7,5
0STRA00ZBS,"29,040.00",2,2
0STRA00ZCS,"10,014.00",1,1
0STRA00ZDS,"20,580.00",7,4
0STRA00ZFS,"18,777.00",5,3
0STRA20ZAS,"19,933.00",24,20
0STRA20ZBS,"16,777.00",6,6
0STRA20ZCS,"13,746.00",11,9
0STRA20ZDS,"18,040.00",12,11
0STRA20ZES,"11,839.00",7,6
0STRA20ZGS,"25,573.00",3,3
0SVE860ZAS,"29,284.00",36,21
0SVE860ZBS,"21,371.00",20,17
0SVE860ZCS,"29,479.00",2,2
0SVE860ZDS,"17,294.00",3,3
0SVE900ZAS,"12,727.00",2,2
0SVE930ZAS,"23,022.00",17,13
0SVE930ZCS,"22,627.00",6,0
600SWA700S,"22,755.00",1,1
0SWA830ZAS,"15,979.00",13,11
0SWA830ZCS,"10,935.00",9,7
0SWA830ZDS,"10,031.00",8,6
0SWA830ZES,"15,299.00",4,0
0SWA830ZGS,"25,058.00",6,3
0SWA910ZBS,"29,201.00",2,1
0SWA910ZCS,"28,519.00",3,3
0SWA940ZAS,"13,413.00",2,1
0SWA940ZCS,"18,152.00",4,4
0SWH900ZDS,"14,445.00",3,3
0SWH900ZFS,"21,975.00",1,1
0SWH970ZAS,"29,859.00",2,2
0SWH970ZBS,"26,770.00",3,3
0SWH970ZDS,"25,344.00",5,4
0SWH970ZES,"16,883.00",1,1
0SWH970ZFS,"10,035.00",1,1
0SWH970ZGS,"19,098.00",2,2
0SWH970ZHS,"23,106.00",1,0
601SZJ900S,"13,844.00",3,2
601MN5000S,"22,769.00",290,200
5SST880ZBS,"26,426.00",3,2
5SST880ZDS,"20,875.00",2,1
5SST900ZAS,"18,681.00",4,4
5SST900ZCS,"19,427.00",4,4
5SST900ZDS,"28,578.00",1,0
5SST920ZAS,"29,560.00",1,0
5SST930ZAS,"20,291.00",1,1
5SST930ZBS,"23,266.00",2,0
5SST930ZCS,"17,034.00",2,2
5SST930ZDS,"23,274.00",1,0
5SST940ZBS,"12,871.00",1,1
5SST950ZAS,"16,528.00",8,8
5SST950ZBS,"13,543.00",2,1
5SST950ZDS,"26,454.00",6,5
5SSTA21ZAS,"14,982.00",7,5
5SSTA21ZBS,"14,482.00",1,1
5SSTA21ZDS,"21,071.00",4,4
5SSTA21ZES,"20,191.00",1,1
5P26900ZDS,"20,779.00",1,1
0SVN870ZFS,"23,184.00",1,1
0SVN870ZGS,"12,035.00",1,1
610SVN950S,"17,662.00",1,1
0SVN970ZDS,"11,604.00",2,1
0SVN970ZGS,"11,453.00",2,1
611SZN900S,"27,000.00",2,0
0SFN850ZBS,"16,617.00",3,3
0SFN850ZCS,"16,120.00",4,0
0SFN850ZES,"22,021.00",3,1
0SFN850ZFS,"24,065.00",2,0
620SVN870S,"20,127.00",2,1
620SVN900S,"17,698.00",16,14
620SVN970S,"24,721.00",2,1
0SZJ900ZAS,"25,223.00",2,1
0SZJ900ZBS,"15,325.00",1,1
0SZJ900ZCS,"22,723.00",3,2
0SZJ900ZDS,"21,130.00",2,2
0SZJ900ZES,"28,441.00",2,2
620SZN900S,"25,877.00",6,0
621198900S,"22,463.00",40,0
0SZN900ZAS,"28,845.00",3,1
0SZN900ZBS,"27,521.00",1,0
0SZN900ZCS,"22,140.00",4,0
0SZN900ZDS,"13,834.00",1,0
0SZN900ZES,"28,547.00",2,0
0SZN900ZFS,"25,137.00",1,1
0SFN850ZAS,"13,206.00",50,0
0SRY900ZAS,"10,497.00",20,18
0SRY900ZBS,"19,273.00",14,11
0SRY900ZFS,"23,195.00",1,1
642SRY900S,"19,812.00",5,5
642SRY960S,"28,249.00",38,29
642SRY970S,"19,566.00",3,2
650SRY970S,"24,962.00",1,1
650SVE900S,"17,294.00",7,0
0SVN900ZAS,"22,850.00",2,0
0SVN900ZDS,"26,410.00",1,1
0SVN900ZES,"23,855.00",4,3
660SVE860S,"11,565.00",2,1
660SVE930S,"24,687.00",3,0
700SVE860S,"13,178.00",3,3
700SVE930S,"18,802.00",14,0
700SWH970S,"18,171.00",7,7
701STP900S,"21,328.00",8,6
2STP900ZAS,"19,558.00",4,2
2STP900ZCS,"21,813.00",36,27
2STP900ZGS,"18,421.00",1,1
2STP900ZJS,"16,289.00",11,5
2STP940ZBS,"17,173.00",2,1
710SZJ900S,"22,547.00",3,3
711SVE930S,"25,163.00",5,0
712SVE930S,"13,933.00",5,0
720SZJ900S,"22,734.00",2,2
0SZN900ZAS,"25,355.00",2,2
0SZN900ZBS,"24,120.00",2,2
0SZN900ZCS,"13,280.00",2,2
0SZN900ZDS,"10,826.00",2,2
0SZN900ZES,"15,942.00",2,2
0SZN900ZFS,"15,167.00",2,2
1SZN900ZAS,"16,146.00",2,2
1SZN900ZBS,"10,224.00",1,1
1SZN900ZCS,"14,320.00",2,2
1SZN900ZDS,"19,419.00",2,2
1SZN900ZES,"18,144.00",2,2
1SZN900ZFS,"19,249.00",1,1
760SVE860S,"23,892.00",2,1
